FiscalYear,CurrencyName,SalesTerritoryGroup,SalesTerritoryCountry,SalesTerritoryRegion,ResellerName,ProductLine,Color,ListPrice,EnglishProductName,SalesTotal
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,R ,Black,699.0982,"Road-650 Black, 60",2097.2945
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,R ,Black,699.0982,"Road-650 Black, 62",2097.2945
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,R ,Red,699.0982,"Road-650 Red, 44",3775.1301
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,R ,Red,699.0982,"Road-650 Red, 48",5033.5068
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,R ,Red,699.0982,"Road-650 Red, 52",3355.6712
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,R ,Red,699.0982,"Road-650 Red, 58",4614.0479
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,R ,Red,699.0982,"Road-650 Red, 60",5452.9657
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,R ,Red,699.0982,"Road-650 Red, 62",4614.0479
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,S ,Multi,8.6442,AWC Logo Cap,93.357
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",432.606
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, M",115.3616
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, XL",403.7656
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,S ,Black,33.6442,"Sport-100 Helmet, Black",242.238
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,S ,Blue,33.6442,"Sport-100 Helmet, Blue",282.611
2006,Canadian Dollar,North America,Canada,Canada,Corner Bicycle Supply,S ,Red,33.6442,"Sport-100 Helmet, Red",222.0515
2006,Canadian Dollar,North America,Canada,Canada,Cross-Country Riding Supplies,M ,White,9.5,"Mountain Bike Socks, L",28.5
2006,Canadian Dollar,North America,Canada,Canada,Cross-Country Riding Supplies,M ,White,9.5,"Mountain Bike Socks, M",22.8
2006,Canadian Dollar,North America,Canada,Canada,Cross-Country Riding Supplies,M ,Black,3374.99,"Mountain-100 Black, 38",14174.958
2006,Canadian Dollar,North America,Canada,Canada,Cross-Country Riding Supplies,M ,Black,3374.99,"Mountain-100 Black, 42",10124.97
2006,Canadian Dollar,North America,Canada,Canada,Cross-Country Riding Supplies,M ,Black,3374.99,"Mountain-100 Black, 44",8099.976
2006,Canadian Dollar,North America,Canada,Canada,Cross-Country Riding Supplies,M ,Black,3374.99,"Mountain-100 Black, 48",8099.976
2006,Canadian Dollar,North America,Canada,Canada,Cross-Country Riding Supplies,M ,Silver,3399.99,"Mountain-100 Silver, 38",10199.97
2006,Canadian Dollar,North America,Canada,Canada,Cross-Country Riding Supplies,M ,Silver,3399.99,"Mountain-100 Silver, 42",10199.97
2006,Canadian Dollar,North America,Canada,Canada,Cross-Country Riding Supplies,M ,Silver,3399.99,"Mountain-100 Silver, 44",8159.976
2006,Canadian Dollar,North America,Canada,Canada,Cross-Country Riding Supplies,S ,Multi,8.6442,AWC Logo Cap,10.373
2006,Canadian Dollar,North America,Canada,Canada,Cross-Country Riding Supplies,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",28.8404
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Black,297.6346,"LL Road Frame - Black, 52",1250.0656
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Black,297.6346,"LL Road Frame - Black, 58",1250.0656
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,306.5636,"LL Road Frame - Red, 44",919.691
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,306.5636,"LL Road Frame - Red, 48",551.8146
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,306.5636,"LL Road Frame - Red, 60",1287.5674
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,306.5636,"LL Road Frame - Red, 62",735.7528
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,594.83,"ML Road Frame - Red, 48",1070.694
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,594.83,"ML Road Frame - Red, 52",1427.592
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,3578.27,"Road-150 Red, 56",27910.506
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,3578.27,"Road-150 Red, 62",8587.848
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,1457.99,"Road-450 Red, 44",5248.764
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,1457.99,"Road-450 Red, 52",13121.91
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,1457.99,"Road-450 Red, 58",9622.734
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,1457.99,"Road-450 Red, 60",8747.94
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Black,699.0982,"Road-650 Black, 44",1677.8356
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Black,699.0982,"Road-650 Black, 52",5872.4246
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Black,699.0982,"Road-650 Black, 58",5033.5068
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Black,699.0982,"Road-650 Black, 60",3775.1301
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,699.0982,"Road-650 Red, 44",5452.9657
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,699.0982,"Road-650 Red, 48",4194.589
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,699.0982,"Road-650 Red, 52",2936.2123
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,699.0982,"Road-650 Red, 60",7550.2602
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,R ,Red,699.0982,"Road-650 Red, 62",3775.1301
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,S ,Multi,8.6442,AWC Logo Cap,226.0169
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",747.9272
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, M",461.4464
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, XL",547.9676
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,S ,Black,33.6442,"Sport-100 Helmet, Black",403.73
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,S ,Blue,33.6442,"Sport-100 Helmet, Blue",524.849
2006,Canadian Dollar,North America,Canada,Canada,Designated Distributors,S ,Red,33.6442,"Sport-100 Helmet, Red",444.103
2006,Canadian Dollar,North America,Canada,Canada,Economy Center,M ,Black,3374.99,"Mountain-100 Black, 42",2024.994
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,1263.4598,"HL Road Frame - Red, 44",758.0759
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Black,297.6346,"LL Road Frame - Black, 52",357.1616
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Black,297.6346,"LL Road Frame - Black, 58",1071.4848
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,306.5636,"LL Road Frame - Red, 44",919.691
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,306.5636,"LL Road Frame - Red, 48",1103.6292
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,306.5636,"LL Road Frame - Red, 60",367.8764
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,306.5636,"LL Road Frame - Red, 62",183.9382
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,594.83,"ML Road Frame - Red, 48",1070.694
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,594.83,"ML Road Frame - Red, 52",1427.592
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,3578.27,"Road-150 Red, 56",6440.886
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,3578.27,"Road-150 Red, 62",8587.848
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,1457.99,"Road-450 Red, 44",3499.176
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,1457.99,"Road-450 Red, 52",12247.116
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,1457.99,"Road-450 Red, 58",8747.94
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,1457.99,"Road-450 Red, 60",874.794
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Black,699.0982,"Road-650 Black, 44",1677.8356
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Black,699.0982,"Road-650 Black, 52",5872.4246
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Black,699.0982,"Road-650 Black, 58",838.9178
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Black,699.0982,"Road-650 Black, 60",1677.8356
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,699.0982,"Road-650 Red, 44",1677.8356
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,699.0982,"Road-650 Red, 48",2936.2123
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,699.0982,"Road-650 Red, 52",1677.8356
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,699.0982,"Road-650 Red, 60",5033.5068
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,R ,Red,699.0982,"Road-650 Red, 62",3775.1301
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,S ,Multi,8.6442,AWC Logo Cap,67.4245
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",519.1272
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, M",346.0848
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, XL",173.0424
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,S ,Black,33.6442,"Sport-100 Helmet, Black",161.492
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,S ,Blue,33.6442,"Sport-100 Helmet, Blue",201.865
2006,Canadian Dollar,North America,Canada,Canada,Finer Riding Supplies,S ,Red,33.6442,"Sport-100 Helmet, Red",141.3055
2006,Canadian Dollar,North America,Canada,Canada,First-Rate Outlet,R ,Black,297.6346,"LL Road Frame - Black, 52",178.5808
2006,Canadian Dollar,North America,Canada,Canada,First-Rate Outlet,R ,Red,306.5636,"LL Road Frame - Red, 44",183.9382
2006,Canadian Dollar,North America,Canada,Canada,First-Rate Outlet,R ,Red,306.5636,"LL Road Frame - Red, 60",551.8146
2006,Canadian Dollar,North America,Canada,Canada,First-Rate Outlet,R ,Red,306.5636,"LL Road Frame - Red, 62",183.9382
2006,Canadian Dollar,North America,Canada,Canada,First-Rate Outlet,R ,Red,3578.27,"Road-150 Red, 56",2146.962
2006,Canadian Dollar,North America,Canada,Canada,First-Rate Outlet,R ,Black,699.0982,"Road-650 Black, 48",419.4589
2006,Canadian Dollar,North America,Canada,Canada,First-Rate Outlet,R ,Black,699.0982,"Road-650 Black, 60",419.4589
2006,Canadian Dollar,North America,Canada,Canada,First-Rate Outlet,R ,Red,699.0982,"Road-650 Red, 60",419.4589
2006,Canadian Dollar,North America,Canada,Canada,First-Rate Outlet,S ,Multi,8.6442,AWC Logo Cap,5.1865
2006,Canadian Dollar,North America,Canada,Canada,First-Rate Outlet,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",28.8404
2006,Canadian Dollar,North America,Canada,Canada,Gasless Cycle Shop,R ,Red,1457.99,"Road-450 Red, 52",1749.588
2006,Canadian Dollar,North America,Canada,Canada,Gasless Cycle Shop,R ,Black,699.0982,"Road-650 Black, 52",419.4589
2006,Canadian Dollar,North America,Canada,Canada,Gasless Cycle Shop,R ,Black,699.0982,"Road-650 Black, 58",2097.2945
2006,Canadian Dollar,North America,Canada,Canada,Gasless Cycle Shop,R ,Red,699.0982,"Road-650 Red, 44",1258.3767
2006,Canadian Dollar,North America,Canada,Canada,Gasless Cycle Shop,R ,Red,699.0982,"Road-650 Red, 48",1258.3767
2006,Canadian Dollar,North America,Canada,Canada,Gasless Cycle Shop,R ,Red,699.0982,"Road-650 Red, 60",2936.2123
2006,Canadian Dollar,North America,Canada,Canada,Gasless Cycle Shop,R ,Red,699.0982,"Road-650 Red, 62",1258.3767
2006,Canadian Dollar,North America,Canada,Canada,Gasless Cycle Shop,S ,Multi,8.6442,AWC Logo Cap,25.9325
2006,Canadian Dollar,North America,Canada,Canada,Gasless Cycle Shop,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",86.5212
2006,Canadian Dollar,North America,Canada,Canada,General Bike Corporation,R ,Red,1457.99,"Road-450 Red, 52",6123.558
2006,Canadian Dollar,North America,Canada,Canada,General Bike Corporation,R ,Red,1457.99,"Road-450 Red, 58",4373.97
2006,Canadian Dollar,North America,Canada,Canada,General Bike Corporation,R ,Black,699.0982,"Road-650 Black, 52",2097.2945
2006,Canadian Dollar,North America,Canada,Canada,General Bike Corporation,R ,Black,699.0982,"Road-650 Black, 58",2097.2945
2006,Canadian Dollar,North America,Canada,Canada,General Bike Corporation,R ,Red,699.0982,"Road-650 Red, 44",2516.7534
2006,Canadian Dollar,North America,Canada,Canada,General Bike Corporation,R ,Red,699.0982,"Road-650 Red, 48",3355.6712
2006,Canadian Dollar,North America,Canada,Canada,General Bike Corporation,R ,Red,699.0982,"Road-650 Red, 60",2097.2945
2006,Canadian Dollar,North America,Canada,Canada,General Bike Corporation,R ,Red,699.0982,"Road-650 Red, 62",1677.8356
2006,Canadian Dollar,North America,Canada,Canada,General Bike Corporation,S ,Multi,8.6442,AWC Logo Cap,20.746
2006,Canadian Dollar,North America,Canada,Canada,General Bike Corporation,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",115.3616
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,M ,White,9.5,"Mountain Bike Socks, M",174.5948
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,M ,Black,3374.99,"Mountain-100 Black, 38",27970.2296
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,M ,Black,3374.99,"Mountain-100 Black, 42",21346.8118
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,M ,Black,3374.99,"Mountain-100 Black, 44",7171.8538
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,M ,Black,3374.99,"Mountain-100 Black, 48",4049.988
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,M ,Silver,3399.99,"Mountain-100 Silver, 38",13344.9608
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,M ,Silver,3399.99,"Mountain-100 Silver, 42",23544.9308
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,M ,Silver,3399.99,"Mountain-100 Silver, 44",16319.952
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,M ,Silver,3399.99,"Mountain-100 Silver, 48",6119.982
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,S ,Multi,8.6442,AWC Logo Cap,20.746
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",57.6808
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,S ,Black,33.6442,"Sport-100 Helmet, Black",141.3055
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,S ,Blue,33.6442,"Sport-100 Helmet, Blue",20.1865
2006,Canadian Dollar,North America,Canada,Canada,General Cycle Storehouse,S ,Red,33.6442,"Sport-100 Helmet, Red",80.746
2006,Canadian Dollar,North America,Canada,Canada,General Department Stores,M ,Black,1191.1739,"HL Mountain Frame - Black, 42",714.7043
2006,Canadian Dollar,North America,Canada,Canada,General Department Stores,M ,Silver,1204.3248,"HL Mountain Frame - Silver, 38",1445.1898
2006,Canadian Dollar,North America,Canada,Canada,General Department Stores,M ,White,9.5,"Mountain Bike Socks, L",5.7
2006,Canadian Dollar,North America,Canada,Canada,General Department Stores,M ,Black,3374.99,"Mountain-100 Black, 48",2024.994
2006,Canadian Dollar,North America,Canada,Canada,General Department Stores,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, XL",57.6808
2006,Canadian Dollar,North America,Canada,Canada,Greater Bike Store,M ,White,9.5,"Mountain Bike Socks, L",5.7
2006,Canadian Dollar,North America,Canada,Canada,Greater Bike Store,M ,White,9.5,"Mountain Bike Socks, M",39.9
2006,Canadian Dollar,North America,Canada,Canada,Greater Bike Store,M ,Black,3374.99,"Mountain-100 Black, 38",4598.4239
2006,Canadian Dollar,North America,Canada,Canada,Greater Bike Store,M ,Black,3374.99,"Mountain-100 Black, 42",4598.4239
2006,Canadian Dollar,North America,Canada,Canada,Greater Bike Store,M ,Black,3374.99,"Mountain-100 Black, 48",548.4359
2006,Canadian Dollar,North America,Canada,Canada,Greater Bike Store,M ,Silver,3399.99,"Mountain-100 Silver, 38",1104.9968
2006,Canadian Dollar,North America,Canada,Canada,Greater Bike Store,M ,Silver,3399.99,"Mountain-100 Silver, 42",6672.4804
2006,Canadian Dollar,North America,Canada,Canada,Greater Bike Store,M ,Silver,3399.99,"Mountain-100 Silver, 44",4632.4864
2006,Canadian Dollar,North America,Canada,Canada,Greater Bike Store,M ,Silver,3399.99,"Mountain-100 Silver, 48",5737.4831
2006,Canadian Dollar,North America,Canada,Canada,Greater Bike Store,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",86.5212
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,1263.4598,"HL Road Frame - Red, 44",2274.2277
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,1263.4598,"HL Road Frame - Red, 62",4548.4554
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Black,297.6346,"LL Road Frame - Black, 44",357.1616
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Black,297.6346,"LL Road Frame - Black, 52",1250.0656
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Black,297.6346,"LL Road Frame - Black, 58",1964.3888
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,306.5636,"LL Road Frame - Red, 44",2023.3202
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,306.5636,"LL Road Frame - Red, 48",919.691
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,306.5636,"LL Road Frame - Red, 52",367.8764
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,306.5636,"LL Road Frame - Red, 60",735.7528
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,306.5636,"LL Road Frame - Red, 62",1287.5674
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,594.83,"ML Road Frame - Red, 48",1427.592
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,594.83,"ML Road Frame - Red, 52",1784.49
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,3578.27,"Road-150 Red, 56",10734.81
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,3578.27,"Road-150 Red, 62",4293.924
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,1457.99,"Road-450 Red, 44",12247.116
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,1457.99,"Road-450 Red, 52",24494.232
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,1457.99,"Road-450 Red, 58",16621.086
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,1457.99,"Road-450 Red, 60",8747.94
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Black,699.0982,"Road-650 Black, 44",3775.1301
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Black,699.0982,"Road-650 Black, 48",838.9178
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Black,699.0982,"Road-650 Black, 52",10640.8341
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Black,699.0982,"Road-650 Black, 58",5452.9657
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Black,699.0982,"Road-650 Black, 60",2516.7534
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Black,699.0982,"Road-650 Black, 62",1677.8356
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,699.0982,"Road-650 Red, 44",8808.6369
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,699.0982,"Road-650 Red, 48",5033.5068
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,699.0982,"Road-650 Red, 52",2516.7534
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,699.0982,"Road-650 Red, 60",3775.1301
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",R ,Red,699.0982,"Road-650 Red, 62",5033.5068
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",57.6808
2006,Canadian Dollar,North America,Canada,Canada,"Health Spa, Limited",S ,Blue,33.6442,"Sport-100 Helmet, Blue",40.373
2006,Canadian Dollar,North America,Canada,Canada,Major Cycling,R ,Black,297.6346,"LL Road Frame - Black, 52",178.5808
2006,Canadian Dollar,North America,Canada,Canada,Major Cycling,R ,Red,3578.27,"Road-150 Red, 62",4293.924
2006,Canadian Dollar,North America,Canada,Canada,Major Cycling,R ,Black,699.0982,"Road-650 Black, 44",419.4589
2006,Canadian Dollar,North America,Canada,Canada,Major Cycling,R ,Black,699.0982,"Road-650 Black, 52",1258.3767
2006,Canadian Dollar,North America,Canada,Canada,Major Cycling,R ,Red,699.0982,"Road-650 Red, 48",838.9178
2006,Canadian Dollar,North America,Canada,Canada,Major Cycling,R ,Red,699.0982,"Road-650 Red, 60",838.9178
2006,Canadian Dollar,North America,Canada,Canada,Metal Processing Company,R ,Red,306.5636,"LL Road Frame - Red, 44",183.9382
2006,Canadian Dollar,North America,Canada,Canada,Metal Processing Company,R ,Red,3578.27,"Road-150 Red, 56",2146.962
2006,Canadian Dollar,North America,Canada,Canada,Metal Processing Company,R ,Red,1457.99,"Road-450 Red, 52",2624.382
2006,Canadian Dollar,North America,Canada,Canada,Metal Processing Company,R ,Red,1457.99,"Road-450 Red, 58",3499.176
2006,Canadian Dollar,North America,Canada,Canada,Metal Processing Company,R ,Black,699.0982,"Road-650 Black, 52",3775.1301
2006,Canadian Dollar,North America,Canada,Canada,Metal Processing Company,R ,Black,699.0982,"Road-650 Black, 58",1258.3767
2006,Canadian Dollar,North America,Canada,Canada,Metal Processing Company,R ,Red,699.0982,"Road-650 Red, 44",2097.2945
2006,Canadian Dollar,North America,Canada,Canada,Metal Processing Company,R ,Red,699.0982,"Road-650 Red, 48",419.4589
